

DT = 0

	 h 	 Beta 
67.000000 	 0.00000000000078952739 
68.000000 	 0.00000000000059529392 
69.000000 	 0.00000000000044745380 
70.000000 	 0.00000000000033513057 
71.000000 	 0.00000000000025019727 
72.000000 	 0.00000000000018622294 
73.000000 	 0.00000000000013825623 
74.000000 	 0.00000000000010226479 
75.000000 	 0.00000000000007538595 
76.000000 	 0.00000000000005537424 
77.000000 	 0.00000000000004042262 
78.000000 	 0.00000000000002932468 
79.000000 	 0.00000000000002113411 
80.000000 	 0.00000000000001512589 
81.000000 	 0.00000000000001074791 
82.000000 	 0.00000000000000758105 
83.000000 	 0.00000000000000530550 
84.000000 	 0.00000000000000368512 
85.000000 	 0.00000000000000254201 
86.000000 	 0.00000000000000174030 
87.000000 	 0.00000000000000118420 
88.000000 	 0.00000000000000080076 
89.000000 	 0.00000000000000053827 
90.000000 	 0.00000000000000036049 


DT = 0

	 Tn 	 Dbeta 
60.000000 	 0.00000000000000000000 
61.000000 	 0.00000000000000000000 
62.000000 	 0.00000000000000000000 
63.000000 	 0.00000000000000000000 
64.000000 	 0.00000000000000000000 
65.000000 	 0.00000000000000000000 
66.000000 	 0.00000000000000000000 
67.000000 	 0.00000000000000000000 
68.000000 	 0.00000000000000000000 
69.000000 	 0.00000000000000000000 
70.000000 	 0.00000000000000000000 
71.000000 	 0.00000000000000000000 
72.000000 	 0.00000000000000000000 
73.000000 	 0.00000000000000000000 
74.000000 	 0.00000000000000000000 
75.000000 	 0.00000000000000000000 
76.000000 	 0.00000000000000000000 
77.000000 	 0.00000000000000000000 
78.000000 	 0.00000000000000000000 
79.000000 	 0.00000000000000000000 
80.000000 	 0.00000000000000000000 
81.000000 	 0.00000000000000000000 
82.000000 	 0.00000000000000000000 
83.000000 	 0.00000000000000000000 
84.000000 	 0.00000000000000000000 
85.000000 	 0.00000000000000000000 
86.000000 	 0.00000000000000000000 
87.000000 	 0.00000000000000000000 
88.000000 	 0.00000000000000000000 
89.000000 	 0.00000000000000000000 
90.000000 	 0.00000000000000000000 


DT = 1

	 Tn 	 Dbeta 
60.000000 	 0.00754440402111998445 
61.000000 	 0.00759075285338755429 
62.000000 	 0.00763757869353170679 
63.000000 	 0.00768625072377095847 
64.000000 	 0.00773755754008763515 
65.000000 	 0.00779109660368117532 
66.000000 	 0.00784669833220037923 
67.000000 	 0.00790515602200636373 
68.000000 	 0.00796867095708758515 
69.000000 	 0.00803163713146127362 
70.000000 	 0.00809952992444263643 
71.000000 	 0.00817258762002956267 
72.000000 	 0.00824961333317845991 
73.000000 	 0.00832730793697915479 
74.000000 	 0.00841993950799622276 
75.000000 	 0.00852492612593392339 
76.000000 	 0.00863617453083936719 
77.000000 	 0.00875594269907881660 
78.000000 	 0.00887346536976463089 
79.000000 	 0.00898791568096578113 
80.000000 	 0.00909888575686102451 
81.000000 	 0.00920210516498733318 
82.000000 	 0.00929189555814782277 
83.000000 	 0.00937318290240669351 
84.000000 	 0.00944156762123876843 
85.000000 	 0.00949330485229484336 
86.000000 	 0.00953470664062919943 
87.000000 	 0.00956130254937050464 
88.000000 	 0.00957113458291005380 
89.000000 	 0.00956812401678635606 
90.000000 	 0.00954846951860305673 


DT = 2

	 Tn 	 Dbeta 
60.000000 	 0.01510057872349993176 
61.000000 	 0.01519479814372901201 
62.000000 	 0.01528997475629238420 
63.000000 	 0.01538890556985486428 
64.000000 	 0.01549317156757245607 
65.000000 	 0.01560196917867913771 
66.000000 	 0.01571496118728037822 
67.000000 	 0.01583373899298588100 
68.000000 	 0.01596278655116060638 
69.000000 	 0.01609073747088885648 
70.000000 	 0.01622870880835625140 
71.000000 	 0.01637719130538674642 
72.000000 	 0.01653371941678493870 
73.000000 	 0.01669168659769932825 
74.000000 	 0.01688005249895872806 
75.000000 	 0.01709361171308812835 
76.000000 	 0.01732001153671930763 
77.000000 	 0.01756391829431339785 
78.000000 	 0.01780347028179959934 
79.000000 	 0.01803700929651303950 
80.000000 	 0.01826371757540049684 
81.000000 	 0.01847489498185697632 
82.000000 	 0.01865897837363780440 
83.000000 	 0.01882594660824839228 
84.000000 	 0.01896678152244211935 
85.000000 	 0.01907374563064980627 
86.000000 	 0.01915960408173842874 
87.000000 	 0.01921515682425654209 
88.000000 	 0.01923624198717262951 
89.000000 	 0.01923086191642770296 
90.000000 	 0.01919102328199090088 


DT = 3

	 Tn 	 Dbeta 
60.000000 	 0.02266771676785928405 
61.000000 	 0.02281130137979292191 
