

Element = 0



 DT = 0

h 	 Alfa
90.000000 	 -0.00456705647402272982 


 DT = 3

h 	 DAlfa
60.000000 	 -0.00475064374938004210 
61.000000 	 -0.00480133188304973473 
62.000000 	 -0.00485110111315040660 
63.000000 	 -0.00490191294935672216 
64.000000 	 -0.00495380050087968361 
65.000000 	 -0.00500679829384229579 
66.000000 	 -0.00506094234789726365 
67.000000 	 -0.00511627025786755892 
68.000000 	 -0.00517510933639212314 
69.000000 	 -0.00523297592841410336 
70.000000 	 -0.00529454613051872757 
71.000000 	 -0.00536003691244082807 
72.000000 	 -0.00542716818251737405 
73.000000 	 -0.00549600236267113428 
74.000000 	 -0.00557721931417370052 
75.000000 	 -0.00566910152310039130 
76.000000 	 -0.00576690306514267715 
77.000000 	 -0.00587403072094957665 
78.000000 	 -0.00598215358549637408 
79.000000 	 -0.00609115874522989011 
80.000000 	 -0.00620092198269255913 
81.000000 	 -0.00630790465584395426 
82.000000 	 -0.00640809700073744198 
83.000000 	 -0.00650428367689593473 
84.000000 	 -0.00659223989859968832 
85.000000 	 -0.00666737466220525005 
86.000000 	 -0.00673259901623862733 
87.000000 	 -0.00678334402829042747 
88.000000 	 -0.00681495372072981383 
89.000000 	 -0.00683086930083430348 
90.000000 	 -0.00682290222914243728 


 DT = 4

h 	 DAlfa
60.000000 	 -0.00631641835390002546 
61.000000 	 -0.00638362233623725704 
62.000000 	 -0.00644960411419046031 
63.000000 	 -0.00651696415408021396 
64.000000 	 -0.00658574609737659460 
65.000000 	 -0.00665599544773584888 
66.000000 	 -0.00672775967139761961 
67.000000 	 -0.00680108830414880797 
68.000000 	 -0.00687906522731827549 
69.000000 	 -0.00695574810542910500 
70.000000 	 -0.00703733316844774685 
71.000000 	 -0.00712410682286346644 
72.000000 	 -0.00721304716646083838 
73.000000 	 -0.00730423637877737272 
74.000000 	 -0.00741182040807883327 
75.000000 	 -0.00753351982337675460 
76.000000 	 -0.00766304509109584295 
77.000000 	 -0.00780490453823172621 
78.000000 	 -0.00794806380238448872 
79.000000 	 -0.00809237291623417579 
80.000000 	 -0.00823766702311148208 
81.000000 	 -0.00837926252361824442 
82.000000 	 -0.00851185470339424662 
83.000000 	 -0.00863913125608591764 
84.000000 	 -0.00875550453940007571 
85.000000 	 -0.00885490450572592319 
86.000000 	 -0.00894118635972599926 
87.000000 	 -0.00900830970720023841 
88.000000 	 -0.00905011965414725429 
89.000000 	 -0.00907117051006302473 
90.000000 	 -0.00906063285461853989 


 DT = 5

h 	 DAlfa
60.000000 	 -0.00787344858436414899 
61.000000 	 -0.00795698289581227118 
62.000000 	 -0.00803899321327916118 
63.000000 	 -0.00812271170198327307 
64.000000 	 -0.00820819229385987351 
65.000000 	 -0.00829549121545248083 
66.000000 	 -0.00838466711126183671 
67.000000 	 -0.00847578117513938904 
68.000000 	 -0.00857266451137946549 
69.000000 	 -0.00866793358057230991 
70.000000 	 -0.00876928597534299727 
71.000000 	 -0.00887707615020333698 
72.000000 	 -0.00898754927127022249 
73.000000 	 -0.00910080677447735673 
74.000000 	 -0.00923441508746926203 
75.000000 	 -0.00938553807260020592 
76.000000 	 -0.00954636128175006919 
77.000000 	 -0.00972247811199330840 
78.000000 	 -0.00990018646820977136 
79.000000 	 -0.01007929962918757867 
80.000000 	 -0.01025961248675242091 
81.000000 	 -0.01043531324681177055 
82.000000 	 -0.01059982238145861129 
83.000000 	 -0.01075771839525564884 
84.000000 	 -0.01090207271912239061 
85.000000 	 -0.01102536099976871888 
86.000000 	 -0.01113236987406964959 
87.000000 	 -0.01121561231978363514 
88.000000 	 -0.01126746010133427948 
89.000000 	 -0.01129356418174179942 
90.000000 	 -0.01128049703885538116 


 DT = 6

h 	 DAlfa
60.000000 	 -0.00942181807234585174 
61.000000 	 -0.00952149986560649024 
62.000000 	 -0.00961935739217088456 
63.000000 	 -0.00971924736468866846 
64.000000 	 -0.00982123376967806647 
65.000000 	 -0.00992538330821374909 
66.000000 	 -0.01003176554142794913 
67.000000 	 -0.01014045304547357002 
68.000000 	 -0.01025601495048443675 
69.000000 	 -0.01036964372206257076 
70.000000 	 -0.01049051984273425935 
71.000000 	 -0.01061906445770808942 
72.000000 	 -0.01075079854557445778 
73.000000 	 -0.01088584231097067603 
74.000000 	 -0.01104513782334850744 
75.000000 	 -0.01122529739907603651 
76.000000 	 -0.01141700008559606329 
77.000000 	 -0.01162690819026064408 
78.000000 	 -0.01183868701077407312 
79.000000 	 -0.01205211337592336160 
80.000000 	 -0.01226694231575826272 
81.000000 	 -0.01247625029565347689 
82.000000 	 -0.01267220271678357567 
83.000000 	 -0.01286025688574434986 
84.000000 	 -0.01303216479036071844 
85.000000 	 -0.01317897198724394398 
86.000000 	 -0.01330638403814964413 
87.000000 	 -0.01340549159439643340 
88.000000 	 -0.01346721809918698283 
89.000000 	 -0.01349829502988465942 
90.000000 	 -0.01348273865538546050 


 DT = 7

h 	 DAlfa
60.000000 	 -0.01096160931941505927 
61.000000 	 -0.01107725837113221132 
62.000000 	 -0.01119078440538160205 
63.000000 	 -0.01130666163509638951 
64.000000 	 -0.01142496387124439065 
65.000000 	 -0.01154576804718939961 
66.000000 	 -0.01166915438557424023 
67.000000 	 -0.01179520657602185427 
68.000000 	 -0.01192922272300363240 
69.000000 	 -0.01206098824365645604 
70.000000 	 -0.01220114832966615222 
71.000000 	 -0.01235018949018614962 
72.000000 	 -0.01250291712820934993 
73.000000 	 -0.01265946974250206289 
74.000000 	 -0.01284412096046363277 
75.000000 	 -0.01305293666362774239 
76.000000 	 -0.01327510752579765842 
77.000000 	 -0.01351834891364246845 
78.000000 	 -0.01376372805659357122 
79.000000 	 -0.01401098564092480465 
80.000000 	 -0.01425983722628234619 
81.000000 	 -0.01450226369016011964 
82.000000 	 -0.01472919472073937024 
83.000000 	 -0.01494695462730956555 
84.000000 	 -0.01514599700345323381 
85.000000 	 -0.01531596102225366539 
86.000000 	 -0.01546345887506575187 
87.000000 	 -0.01557818267041635382 
88.000000 	 -0.01564963201117828065 
89.000000 	 -0.01568560305213261355 
90.000000 	 -0.01566759688290536232 


 DT = 8

h 	 DAlfa
60.000000 	 -0.01249290371683281324 
61.000000 	 -0.01262434238033012524 
62.000000 	 -0.01275336080201682626 
63.000000 	 -0.01288504375036145407 
64.000000 	 -0.01301947463623658215 
65.000000 	 -0.01315674038899890090 
66.000000 	 -0.01329693164400604262 
67.000000 	 -0.01344014294225501747 
68.000000 	 -0.01359239245377296887 
69.000000 	 -0.01374207523633881253 
70.000000 	 -0.01390128329626253052 
71.000000 	 -0.01407056720965953536 
72.000000 	 -0.01424402528612212990 
73.000000 	 -0.01442181385668563770 
74.000000 	 -0.01463149476063981339 
75.000000 	 -0.01486859250655194441 
76.000000 	 -0.01512082725126035442 
77.000000 	 -0.01539695187122295736 
78.000000 	 -0.01567546949202242024 
79.000000 	 -0.01595608496810618782 
80.000000 	 -0.01623847478137921060 
81.000000 	 -0.01651354007939753038 
82.000000 	 -0.01677099381983642931 
83.000000 	 -0.01701801572022809683 
84.000000 	 -0.01724378160484050376 
85.000000 	 -0.01743654747405987138 
86.000000 	 -0.01760382006117530707 
87.000000 	 -0.01773391621136161805 
88.000000 	 -0.01781493564307829597 
89.000000 	 -0.01785572364679956572 
90.000000 	 -0.01783530632165537463 


 DT = 9

h 	 DAlfa
60.000000 	 -0.01401578156482537717 
61.000000 	 -0.01416283472387466075 
62.000000 	 -0.01430717194712989061 
63.000000 	 -0.01445448171436893373 
64.000000 	 -0.01460485681726178715 
65.000000 	 -0.01475839395064110389 
66.000000 	 -0.01491519391993263721 
67.000000 	 -0.01507536186195750604 
68.000000 	 -0.01524562724340282685 
69.000000 	 -0.01541301119926985659 
70.000000 	 -0.01559103493649726356 
71.000000 	 -0.01578031183016628466 
72.000000 	 -0.01597424145135398557 
73.000000 	 -0.01617299751383972223 
74.000000 	 -0.01640738744503703744 
75.000000 	 -0.01667239939338596710 
76.000000 	 -0.01695430058638401627 
77.000000 	 -0.01726286615499053947 
78.000000 	 -0.01757406852274611200 
79.000000 	 -0.01788757702578325920 
80.000000 	 -0.01820302946188217738 
81.000000 	 -0.01851026281851850600 
82.000000 	 -0.01879779193890645725 
83.000000 	 -0.01907364055473315806 
84.000000 	 -0.01932572693254508422 
85.000000 	 -0.01954094662797512330 
86.000000 	 -0.01972768903187490513 
87.000000 	 -0.01987291851460569470 
88.000000 	 -0.01996335835517537224 
89.000000 	 -0.02000888772637357191 
90.000000 	 -0.01998609710627872321 


 DT = 10

h 	 DAlfa
60.000000 	 -0.01553032209144821103 
61.000000 	 -0.01569281711503981921 
62.000000 	 -0.01585230204261270717 
63.000000 	 -0.01601506231971525085 
64.000000 	 -0.01618119990499540528 
65.000000 	 -0.01635082103386629668 
66.000000 	 -0.01652403644515246933 
67.000000 	 -0.01670096162230940220 
68.000000 	 -0.01688902869691104314 
69.000000 	 -0.01707390107001213742 
70.000000 	 -0.01727051181019138154 
71.000000 	 -0.01747953585173039198 
72.000000 	 -0.01769368225713156481 
73.000000 	 -0.01791314168535704937 
74.000000 	 -0.01817192523535951509 
75.000000 	 -0.01846448965952175378 
76.000000 	 -0.01877566657954195251 
77.000000 	 -0.01911623841284966485 
78.000000 	 -0.01945967973169809156 
79.000000 	 -0.01980562466988852049 
80.000000 	 -0.02015367273533623382 
81.000000 	 -0.02049261204365097552 
82.000000 	 -0.02080977758192747648 
83.000000 	 -0.02111402589788357459 
84.000000 	 -0.02139203750887059760 
85.000000 	 -0.02162936978328191748 
86.000000 	 -0.02183528308423812736 
87.000000 	 -0.02199541161780626045 
88.000000 	 -0.02209512517112376812 
89.000000 	 -0.02214532182759879758 
90.000000 	 -0.02212019501528476526 


 DT = 11

h 	 DAlfa
60.000000 	 -0.01703660347105206974 
61.000000 	 -0.01721437016914290422 
62.000000 	 -0.01738883414763866750 
63.000000 	 -0.01756687116921096942 
64.000000 	 -0.01774859215081245681 
65.000000 	 -0.01793411264900656582 
66.000000 	 -0.01812355310515927076 
67.000000 	 -0.01831703910635333957 
68.000000 	 -0.01852269695169839886 
69.000000 	 -0.01872484825405451581 
70.000000 	 -0.01893982087425912994 
71.000000 	 -0.01916835009352347088 
72.000000 	 -0.01940246257309023378 
73.000000 	 -0.01964236549114531383 
74.000000 	 -0.01992523239404627930 
75.000000 	 -0.02024499355370206616 
76.000000 	 -0.02058506205032567885 
77.000000 	 -0.02095721290025530023 
78.000000 	 -0.02133245513544607813 
79.000000 	 -0.02171038800549066061 
80.000000 	 -0.02209057312304674864 
81.000000 	 -0.02246076474470438261 
82.000000 	 -0.02280713591057053138 
83.000000 	 -0.02313936497794599756 
84.000000 	 -0.02344291413041493105 
85.000000 	 -0.02370202434828620752 
86.000000 	 -0.02392681547661981017 
87.000000 	 -0.02410161340216813303 
88.000000 	 -0.02421045688353650263 
89.000000 	 -0.02426524821825676650 
90.000000 	 -0.02423782157723391659 


 DT = 12

h 	 DAlfa
60.000000 	 -0.01853470284236019214 
61.000000 	 -0.01872757342257376501 
62.000000 	 -0.01891685019866498271 
63.000000 	 -0.01910999269691839725 
64.000000 	 -0.01930712058892297342 
65.000000 	 -0.01950835853827883465 
66.000000 	 -0.01971383646368764925 
67.000000 	 -0.01992368981886189633 
68.000000 	 -0.02014673070488354548 
69.000000 	 -0.02036595465365426474 
70.000000 	 -0.02059906751322416324 
71.000000 	 -0.02084686372624575471 
72.000000 	 -0.02110069553965360570 
73.000000 	 -0.02136078623615701028 
74.000000 	 -0.02166743126347633538 
75.000000 	 -0.02201403928043100741 
76.000000 	 -0.02238262163558871892 
77.000000 	 -0.02278593153051523823 
78.000000 	 -0.02319254423909878488 
79.000000 	 -0.02360202444666849655 
80.000000 	 -0.02401389626530582924 
81.000000 	 -0.02441489483616718359 
82.000000 	 -0.02479004882054333322 
83.000000 	 -0.02514984756637806546 
84.000000 	 -0.02547855395549185331 
85.000000 	 -0.02575911393260281804 
86.000000 	 -0.02600249552533347164 
87.000000 	 -0.02619173769264953461 
88.000000 	 -0.02630957015644097910 
89.000000 	 -0.02636888500076815800 
90.000000 	 -0.02633919417376382952 


 DT = 13

h 	 DAlfa
60.000000 	 -0.02002469632616562384 
61.000000 	 -0.02023250535142214965 
62.000000 	 -0.02043643102900682268 
63.000000 	 -0.02064451018873084825 
64.000000 	 -0.02085687105802076780 
65.000000 	 -0.02107364719857209023 
66.000000 	 -0.02129497778671005787 
67.000000 	 -0.02152100791162301838 
68.000000 	 -0.02176122724001744099 
69.000000 	 -0.02199732069601544049 
70.000000 	 -0.02224835556902412734 
71.000000 	 -0.02251518430374075883 
72.000000 	 -0.02278849260159434079 
73.000000 	 -0.02306851944604031493 
74.000000 	 -0.02339864230421392216 
75.000000 	 -0.02377175304133047687 
76.000000 	 -0.02416847783433120206 
77.000000 	 -0.02460253392380156931 
78.000000 	 -0.02504009408977537696 
79.000000 	 -0.02548068877479333846 
80.000000 	 -0.02592380498485514703 
81.000000 	 -0.02635517322595660669 
82.000000 	 -0.02675869501580270537 
83.000000 	 -0.02714566005749351196 
84.000000 	 -0.02749915058904615558 
85.000000 	 -0.02780083843676693645 
86.000000 	 -0.02806252869850256459 
87.000000 	 -0.02826599435521723325 
88.000000 	 -0.02839267762470208331 
89.000000 	 -0.02845644621272416450 
90.000000 	 -0.02842452613956588520 


 DT = 14

h 	 DAlfa
60.000000 	 -0.02150665904265914793 
61.000000 	 -0.02172924338970796607 
62.000000 	 -0.02194765638799500707 
63.000000 	 -0.02217050580251306302 
64.000000 	 -0.02239792822246640391 
65.000000 	 -0.02263006590373594848 
66.000000 	 -0.02286706706590324253 
67.000000 	 -0.02310908620815835951 
68.000000 	 -0.02336628245318952968 
69.000000 	 -0.02361904536082212042 
70.000000 	 -0.02388778737012700951 
71.000000 	 -0.02417341779387178341 
72.000000 	 -0.02446596354079956168 
73.000000 	 -0.02476567890193451249 
74.000000 	 -0.02511898413232256655 
75.000000 	 -0.02551825907547536354 
76.000000 	 -0.02594276105145324265 
77.000000 	 -0.02640715745490627986 
78.000000 	 -0.02687524932868694955 
79.000000 	 -0.02734653319526875528 
80.000000 	 -0.02782045934864003228 
81.000000 	 -0.02828176788238642020 
82.000000 	 -0.02871325008070952159 
83.000000 	 -0.02912698554588110875 
84.000000 	 -0.02950489416514840563 
85.000000 	 -0.02982739413926562694 
86.000000 	 -0.03010711670718363431 
87.000000 	 -0.03032458939125529454 
88.000000 	 -0.03045998799052473255 
89.000000 	 -0.03052814192445375482 
90.000000 	 -0.03049402685941735719 


 DT = 15

h 	 DAlfa
60.000000 	 -0.02298066512839573583 
61.000000 	 -0.02321786394723263092 
62.000000 	 -0.02345060495972577791 
63.000000 	 -0.02368806058780567603 
64.000000 	 -0.02393037559300646711 
65.000000 	 -0.02417770072637960913 
66.000000 	 -0.02443019304159307209 
67.000000 	 -0.02468801622788877048 
68.000000 	 -0.02496199087854620094 
69.000000 	 -0.02523122620714106021 
70.000000 	 -0.02551746375997358124 
71.000000 	 -0.02582166860867487340 
72.000000 	 -0.02613321650826032003 
73.000000 	 -0.02645237667443130908 
74.000000 	 -0.02682857355577544095 
75.000000 	 -0.02725367969873434063 
76.000000 	 -0.02770559964041688708 
77.000000 	 -0.02819993729978338692 
78.000000 	 -0.02869815224186580277 
79.000000 	 -0.02919970739277707658 
80.000000 	 -0.02970401672791059267 
81.000000 	 -0.03019484389931159987 
82.000000 	 -0.03065388655018961434 
83.000000 	 -0.03109400390166037684 
84.000000 	 -0.03149597142715169357 
85.000000 	 -0.03183897378107401754 
86.000000 	 -0.03213645759385294620 
87.000000 	 -0.03236772502922447003 
88.000000 	 -0.03251170611713150027 
89.000000 	 -0.03258417833373309508 
90.000000 	 -0.03254790186237369737 


 DT = 16

h 	 DAlfa
60.000000 	 -0.02444678775291025605 
61.000000 	 -0.02469844242705431306 
62.000000 	 -0.02494535438141455910 
63.000000 	 -0.02519725450511101084 
64.000000 	 -0.02545429554704868591 
65.000000 	 -0.02571663655919627367 
66.000000 	 -0.02598444322519617711 
67.000000 	 -0.02625788820976267604 
68.000000 	 -0.02654844571323492983 
69.000000 	 -0.02683395939971635821 
70.000000 	 -0.02713748412476674546 
71.000000 	 -0.02746003963381336496 
72.000000 	 -0.02779035805531073974 
73.000000 	 -0.02812872315673067836 
74.000000 	 -0.02852752560998666337 
75.000000 	 -0.02897813534214845055 
76.000000 	 -0.02945711994484437324 
77.000000 	 -0.02998100648091236997 
78.000000 	 -0.03050894280959104768 
79.000000 	 -0.03104035858507760148 
80.000000 	 -0.03157463185672159528 
81.000000 	 -0.03209456355951021550 
82.000000 	 -0.03258077397796708963 
83.000000 	 -0.03304689184363663462 
84.000000 	 -0.03347256580558612138 
85.000000 	 -0.03383576664778192161 
86.000000 	 -0.03415074581834960654 
87.000000 	 -0.03439559981366585584 
88.000000 	 -0.03454803311971705454 
89.000000 	 -0.03462475785773273806 
90.000000 	 -0.03458635291321775218 


 DT = 17

h 	 DAlfa
60.000000 	 -0.02590509913498890288 
61.000000 	 -0.02617105324259776794 
62.000000 	 -0.02643198126136280662 
63.000000 	 -0.02669816644476774928 
64.000000 	 -0.02696976934850007362 
65.000000 	 -0.02724695713582622747 
66.000000 	 -0.02752990392116970095 
67.000000 	 -0.02781879113536160977 
68.000000 	 -0.02812573884178921207 
69.000000 	 -0.02842733973466639308 
70.000000 	 -0.02874794642062550656 
71.000000 	 -0.02908863225734927005 
72.000000 	 -0.02943749316413430198 
73.000000 	 -0.02979482709700855339 
74.000000 	 -0.03021595359248935297 
75.000000 	 -0.03069174458937284564 
76.000000 	 -0.03119744633908499987 
77.000000 	 -0.03175049591151572759 
78.000000 	 -0.03230775875454496709 
79.000000 	 -0.03286863157540128449 
80.000000 	 -0.03343245688888071138 
81.000000 	 -0.03398108639635810668 
82.000000 	 -0.03449407900293304657 
83.000000 	 -0.03498582301043196702 
84.000000 	 -0.03543485749386827977 
85.000000 	 -0.03581795864939289753 
86.000000 	 -0.03615017234135979585 
87.000000 	 -0.03640840869164199689 
88.000000 	 -0.03656916645376991765 
89.000000 	 -0.03665007922229902848 
90.000000 	 -0.03660957810125936573 


 DT = 18

h 	 DAlfa
60.000000 	 -0.02735567055860632646 
61.000000 	 -0.02763576983441002818 
62.000000 	 -0.02791056119654750090 
63.000000 	 -0.02819087424542698547 
64.000000 	 -0.02847687716718040260 
65.000000 	 -0.02876874505126539305 
66.000000 	 -0.02906666024847858951 
67.000000 	 -0.02937081275149429349 
68.000000 	 -0.02969396085997045437 
69.000000 	 -0.03001146066460220682 
70.000000 	 -0.03034894720012045952 
71.000000 	 -0.03070754639785213194 
72.000000 	 -0.03107472527756026739 
73.000000 	 -0.03145079563002387696 
74.000000 	 -0.03189396909678453296 
75.000000 	 -0.03239462421320861429 
76.000000 	 -0.03292670126778224349 
77.000000 	 -0.03350853443866962794 
78.000000 	 -0.03409473558874075855 
79.000000 	 -0.03468466880348725079 
80.000000 	 -0.03527764145339461199 
81.000000 	 -0.03585456925384937488 
82.000000 	 -0.03639396541371007349 
83.000000 	 -0.03691096802965324053 
84.000000 	 -0.03738302352189804001 
85.000000 	 -0.03778573239787111349 
86.000000 	 -0.03813492470552300867 
87.000000 	 -0.03840634309669969937 
88.000000 	 -0.03857530000085322014 
89.000000 	 -0.03866033754866127908 
90.000000 	 -0.03861777192657828151 


 DT = 19

h 	 DAlfa
60.000000 	 -0.02879857238853595833 
61.000000 	 -0.02909266468656832375 
62.000000 	 -0.02938116878984348146 
63.000000 	 -0.02967545471213441435 
64.000000 	 -0.02997569809782265476 
65.000000 	 -0.03028208178183865867 
66.000000 	 -0.03059479616160092411 
67.000000 	 -0.03091403959229628920 
68.000000 	 -0.03125320109808035762 
69.000000 	 -0.03158641432318368136 
70.000000 	 -0.03194058163820689966 
71.000000 	 -0.03231688053186288628 
72.000000 	 -0.03270215632816709378 
73.000000 	 -0.03309673430798015792 
74.000000 	 -0.03356168204538383104 
75.000000 	 -0.03408688921125341970 
76.000000 	 -0.03464500528447005817 
77.000000 	 -0.03525524888533595330 
78.000000 	 -0.03587000665925848403 
79.000000 	 -0.03648861039529960326 
80.000000 	 -0.03711033270846013365 
81.000000 	 -0.03771516634501714815 
82.000000 	 -0.03828059421146793456 
83.000000 	 -0.03882249458516374985 
84.000000 	 -0.03931723782760950664 
85.000000 	 -0.03973926728251295226 
86.000000 	 -0.04010518711424481547 
87.000000 	 -0.04038959103043949367 
88.000000 	 -0.04056662415192881926 
89.000000 	 -0.04065572443765048949 
90.000000 	 -0.04061112538379441778 


 DT = 20

h 	 DAlfa
60.000000 	 -0.03023387408564078005 
61.000000 	 -0.03054180934275059489 
62.000000 	 -0.03084387766688611796 
63.000000 	 -0.03115198363403666459 
64.000000 	 -0.03146631017866887564 
65.000000 	 -0.03178704770474091029 
66.000000 	 -0.03211439447107347633 
67.000000 	 -0.03244855700084419564 
68.000000 	 -0.03280354764375672388 
69.000000 	 -0.03315229154912541221 
70.000000 	 -0.03352294355757231420 
71.000000 	 -0.03391673172072984244 
72.000000 	 -0.03431988676671372807 
73.000000 	 -0.03473274713066834551 
74.000000 	 -0.03521920072206955604 
75.000000 	 -0.03576865284069241646 
76.000000 	 -0.03635247708922264426 
77.000000 	 -0.03699076409135054755 
78.000000 	 -0.03763370319282384469 
79.000000 	 -0.03828059421146772640 
80.000000 	 -0.03893067539404232447 
81.000000 	 -0.03956302930880376684 
82.000000 	 -0.04015412367104944508 
83.000000 	 -0.04072056748251726838 
84.000000 	 -0.04123767132654767437 
85.000000 	 -0.04167873954321543034 
86.000000 	 -0.04206114050828929640 
87.000000 	 -0.04235833714177341530 
88.000000 	 -0.04254332588831055695 
89.000000 	 -0.04263642805151590665 
90.000000 	 -0.04258982604345036560 


Element = 1



 DT = 0

h 	 Alfa
6.000000e+001 	 1.791746e-013
6.100000e+001 	 1.802326e-013
6.200000e+001 	 1.812666e-013
6.300000e+001 	 1.823176e-013
6.400000e+001 	 1.833859e-013
6.500000e+001 	 1.844720e-013
6.600000e+001 	 1.855765e-013
6.700000e+001 	 1.866997e-013
6.800000e+001 	 1.878885e-013
6.900000e+001 	 1.890519e-013
7.000000e+001 	 1.902837e-013
7.100000e+001 	 1.915870e-013
7.200000e+001 	 1.929158e-013
7.300000e+001 	 1.942709e-013
7.400000e+001 	 1.958604e-013
7.500000e+001 	 1.976465e-013
7.600000e+001 	 1.995339e-013
7.700000e+001 	 2.015854e-013
7.800000e+001 	 2.036396e-013
7.900000e+001 	 2.056943e-013
8.000000e+001 	 2.077472e-013
8.100000e+001 	 2.097331e-013
8.200000e+001 	 2.115798e-013
8.300000e+001 	 2.133409e-013
8.400000e+001 	 2.149416e-013
8.500000e+001 	 2.163016e-013
8.600000e+001 	 2.174768e-013
8.700000e+001 	 2.183878e-013
8.800000e+001 	 2.189538e-013
8.900000e+001 	 2.192383e-013
9.000000e+001 	 2.190959e-013


 DT = 1

h 	 Alfa
6.000000e+001 	 1.787724e-013
6.100000e+001 	 1.798236e-013
6.200000e+001 	 1.808510e-013
6.300000e+001 	 1.818952e-013
6.400000e+001 	 1.829565e-013
6.500000e+001 	 1.840354e-013
6.600000e+001 	 1.851324e-013
6.700000e+001 	 1.862481e-013
6.800000e+001 	 1.874288e-013
6.900000e+001 	 1.885841e-013
7.000000e+001 	 1.898072e-013
7.100000e+001 	 1.911014e-013
7.200000e+001 	 1.924206e-013
7.300000e+001 	 1.937659e-013
7.400000e+001 	 1.953437e-013
7.500000e+001 	 1.971164e-013
7.600000e+001 	 1.989894e-013
7.700000e+001 	 2.010251e-013
7.800000e+001 	 2.030630e-013
7.900000e+001 	 2.051013e-013
8.000000e+001 	 2.071374e-013
8.100000e+001 	 2.091068e-013
8.200000e+001 	 2.109379e-013
8.300000e+001 	 2.126839e-013
8.400000e+001 	 2.142705e-013
8.500000e+001 	 2.156185e-013
8.600000e+001 	 2.167833e-013
8.700000e+001 	 2.176861e-013
8.800000e+001 	 2.182470e-013
8.900000e+001 	 2.185289e-013
9.000000e+001 	 2.183878e-013


 DT = 2

h 	 Alfa
6.000000e+001 	 1.783726e-013
6.100000e+001 	 1.794172e-013
6.200000e+001 	 1.804381e-013
6.300000e+001 	 1.814755e-013
6.400000e+001 	 1.825298e-013
6.500000e+001 	 1.836017e-013
6.600000e+001 	 1.846914e-013
6.700000e+001 	 1.857996e-013
6.800000e+001 	 1.869722e-013
6.900000e+001 	 1.881196e-013
7.000000e+001 	 1.893342e-013
7.100000e+001 	 1.906192e-013
7.200000e+001 	 1.919290e-013
7.300000e+001 	 1.932646e-013
7.400000e+001 	 1.948308e-013
7.500000e+001 	 1.965903e-013
7.600000e+001 	 1.984492e-013
7.700000e+001 	 2.004691e-013
7.800000e+001 	 2.024911e-013
7.900000e+001 	 2.045130e-013
8.000000e+001 	 2.065327e-013
8.100000e+001 	 2.084857e-013
8.200000e+001 	 2.103014e-013
8.300000e+001 	 2.120325e-013
8.400000e+001 	 2.136054e-013
8.500000e+001 	 2.149416e-013
8.600000e+001 	 2.160960e-013
8.700000e+001 	 2.169907e-013
8.800000e+001 	 2.175465e-013
8.900000e+001 	 2.178259e-013
9.000000e+001 	 2.176861e-013


 DT = 3

h 	 Alfa
6.000000e+001 	 1.779754e-013
6.100000e+001 	 1.790134e-013
6.200000e+001 	 1.800278e-013
6.300000e+001 	 1.810585e-013
6.400000e+001 	 1.821060e-013
6.500000e+001 	 1.831708e-013
6.600000e+001 	 1.842533e-013
6.700000e+001 	 1.853541e-013
6.800000e+001 	 1.865187e-013
6.900000e+001 	 1.876583e-013
7.000000e+001 	 1.888644e-013
7.100000e+001 	 1.901404e-013
7.200000e+001 	 1.914409e-013
7.300000e+001 	 1.927669e-013
7.400000e+001 	 1.943216e-013
7.500000e+001 	 1.960682e-013
7.600000e+001 	 1.979130e-013
7.700000e+001 	 1.999175e-013
7.800000e+001 	 2.019237e-013
7.900000e+001 	 2.039295e-013
8.000000e+001 	 2.059328e-013
8.100000e+001 	 2.078698e-013
8.200000e+001 	 2.096703e-013
8.300000e+001 	 2.113866e-013
8.400000e+001 	 2.129460e-013
8.500000e+001 	 2.142705e-013
8.600000e+001 	 2.154148e-013
8.700000e+001 	 2.163016e-013
8.800000e+001 	 2.168524e-013
8.900000e+001 	 2.171293e-013
9.000000e+001 	 2.169907e-013


 DT = 4

h 	 Alfa
6.000000e+001 	 1.775807e-013
6.100000e+001 	 1.786122e-013
6.200000e+001 	 1.796201e-013
6.300000e+001 	 1.806442e-013
6.400000e+001 	 1.816850e-013
6.500000e+001 	 1.827428e-013
6.600000e+001 	 1.838182e-013
6.700000e+001 	 1.849116e-013
6.800000e+001 	 1.860684e-013
6.900000e+001 	 1.872001e-013
7.000000e+001 	 1.883979e-013
7.100000e+001 	 1.896650e-013
7.200000e+001 	 1.909563e-013
7.300000e+001 	 1.922728e-013
7.400000e+001 	 1.938163e-013
7.500000e+001 	 1.955499e-013
7.600000e+001 	 1.973809e-013
7.700000e+001 	 1.993701e-013
7.800000e+001 	 2.013607e-013
7.900000e+001 	 2.033507e-013
8.000000e+001 	 2.053379e-013
8.100000e+001 	 2.072590e-013
8.200000e+001 	 2.090445e-013
8.300000e+001 	 2.107463e-013
8.400000e+001 	 2.122923e-013
8.500000e+001 	 2.136054e-013
8.600000e+001 	 2.147396e-013
8.700000e+001 	 2.156185e-013
8.800000e+001 	 2.161645e-013
8.900000e+001 	 2.164389e-013
9.000000e+001 	 2.163016e-013


 DT = 5

h 	 Alfa
6.000000e+001 	 1.771884e-013
6.100000e+001 	 1.782135e-013
6.200000e+001 	 1.792150e-013
6.300000e+001 	 1.802326e-013
