0.000000	0
0.002441	0
0.004883	0
0.007324	0
0.009766	0
0.012207	0
0.014648	0
0.017090	0
0.019531	0
0.021973	0
0.024414	0
0.026855	0
0.029297	0
0.031738	0
0.034180	0
0.036621	0
0.039062	0
0.041504	0
0.043945	0
0.046387	0
0.048828	0
0.051270	0
0.053711	0
0.056152	0
0.058594	0
0.061035	0
0.063477	0
0.065918	0
0.068359	0
0.070801	0
0.073242	0
0.075684	0
0.078125	0
0.080566	0
0.083008	0
0.085449	0
0.087891	0
0.090332	0
0.092773	0
0.095215	0
0.097656	0
0.100098	0
0.102539	0
0.104980	0
0.107422	0
0.109863	0
0.112305	0
0.114746	0
0.117188	0
0.119629	0
0.122070	0
0.124512	0
0.126953	0
0.129395	0
0.131836	0
0.134277	0
0.136719	0
0.139160	0
0.141602	0
0.144043	0
0.146484	0
0.148926	0
0.151367	0
0.153809	0
0.156250	0
0.158691	0
0.161133	0
0.163574	0
0.166016	0
0.168457	0
0.170898	0
0.173340	0
0.175781	0
0.178223	0
0.180664	0
0.183105	0
0.185547	0
0.187988	0
0.190430	0
0.192871	0
0.195312	0
0.197754	0
0.200195	0
0.202637	0
0.205078	0
0.207520	0
0.209961	0
0.212402	0
0.214844	0
0.217285	0
0.219727	0
0.222168	0
0.224609	0
0.227051	0
0.229492	0
0.231934	0
0.234375	0
0.236816	0
0.239258	0
0.241699	0
0.244141	0
0.246582	0
0.249023	0
0.251465	0
0.253906	0
0.256348	0
0.258789	0
0.261230	0
0.263672	0
0.266113	0
0.268555	0
0.270996	0
0.273438	0
0.275879	0
0.278320	0
0.280762	0
0.283203	0
0.285645	0
0.288086	0
0.290527	0
0.292969	0
0.295410	0
0.297852	0
0.300293	0
0.302734	0
0.305176	0
0.307617	0
0.310059	0
0.312500	0
0.314941	0
0.317383	0
0.319824	0
0.322266	0
0.324707	0
0.327148	0
0.329590	0
0.332031	0
0.334473	0
0.336914	0
0.339355	0
0.341797	0
0.344238	0
0.346680	0
0.349121	0
0.351562	0
0.354004	1
0.356445	0
0.358887	0
0.361328	0
0.363770	0
0.366211	0
0.368652	0
0.371094	0
0.373535	0
0.375977	0
0.378418	0
0.380859	0
0.383301	0
0.385742	0
0.388184	0
0.390625	0
0.393066	0
0.395508	0
0.397949	0
0.400391	0
0.402832	0
0.405273	0
0.407715	0
0.410156	0
0.412598	0
0.415039	0
0.417480	0
0.419922	0
0.422363	0
0.424805	0
0.427246	0
0.429688	0
0.432129	0
0.434570	0
0.437012	0
0.439453	0
0.441895	0
0.444336	0
0.446777	0
0.449219	0
0.451660	0
0.454102	0
0.456543	0
0.458984	0
0.461426	0
0.463867	0
0.466309	0
0.468750	0
0.471191	0
0.473633	0
0.476074	1
0.478516	0
0.480957	0
0.483398	0
0.485840	0
0.488281	0
0.490723	0
0.493164	0
0.495605	0
0.498047	0
0.500488	0
0.502930	0
0.505371	0
0.507812	0
0.510254	0
0.512695	0
0.515137	0
0.517578	0
0.520020	0
0.522461	0
0.524902	0
0.527344	0
0.529785	0
0.532227	0
0.534668	0
0.537109	0
0.539551	0
0.541992	0
0.544434	0
0.546875	0
0.549316	0
0.551758	0
0.554199	0
0.556641	0
0.559082	0
0.561523	0
0.563965	0
0.566406	0
0.568848	0
0.571289	0
0.573730	0
0.576172	0
0.578613	0
0.581055	0
0.583496	0
0.585938	0
0.588379	0
0.590820	0
0.593262	0
0.595703	0
0.598145	0
0.600586	0
0.603027	0
0.605469	0
0.607910	0
0.610352	0
0.612793	0
0.615234	0
0.617676	0
0.620117	0
0.622559	0
0.625000	0
0.627441	0
0.629883	0
0.632324	0
0.634766	0
0.637207	0
0.639648	0
0.642090	0
0.644531	0
0.646973	0
0.649414	0
0.651855	0
0.654297	0
0.656738	0
0.659180	0
0.661621	0
0.664062	0
0.666504	0
0.668945	0
0.671387	1
0.673828	0
0.676270	0
0.678711	0
0.681152	0
0.683594	0
0.686035	0
0.688477	0
0.690918	0
0.693359	0
0.695801	0
0.698242	0
0.700684	0
0.703125	0
0.705566	0
0.708008	0
0.710449	0
0.712891	0
0.715332	0
0.717773	0
0.720215	1
0.722656	0
0.725098	0
0.727539	0
0.729980	0
0.732422	6
0.734863	9
0.737305	7
0.739746	7
0.742188	4
0.744629	7
0.747070	6
0.749512	9
0.751953	3
0.754395	3
0.756836	6
0.759277	5
0.761719	7
0.764160	9
0.766602	4
0.769043	8
0.771484	9
0.773926	6
0.776367	6
0.778809	10
0.781250	3
0.783691	4
0.786133	3
0.788574	5
0.791016	9
0.793457	3
0.795898	1
0.798340	8
0.800781	8
0.803223	4
0.805664	2
0.808105	4
0.810547	5
0.812988	7
0.815430	2
0.817871	5
0.820312	5
0.822754	4
0.825195	4
0.827637	6
0.830078	5
0.832520	3
0.834961	5
0.837402	5
0.839844	8
0.842285	2
0.844727	4
0.847168	5
0.849609	3
0.852051	7
0.854492	7
0.856934	6
0.859375	8
0.861816	4
0.864258	5
0.866699	3
0.869141	7
0.871582	8
0.874023	6
0.876465	3
0.878906	6
0.881348	6
0.883789	5
0.886230	8
0.888672	4
0.891113	5
0.893555	4
0.895996	4
0.898438	2
0.900879	8
0.903320	4
0.905762	7
0.908203	6
0.910645	3
0.913086	7
0.915527	3
0.917969	8
0.920410	8
0.922852	4
0.925293	5
0.927734	9
0.930176	5
0.932617	5
0.935059	10
0.937500	3
0.939941	5
0.942383	8
0.944824	5
0.947266	5
0.949707	11
0.952148	10
0.954590	5
0.957031	7
0.959473	10
0.961914	9
0.964355	8
0.966797	7
0.969238	8
0.971680	6
0.974121	8
0.976562	19
0.979004	12
0.981445	15
0.983887	11
0.986328	9
0.988770	7
0.991211	14
0.993652	15
0.996094	12
0.998535	17
1.000977	20
1.003418	16
1.005859	8
1.008301	18
1.010742	9
1.013184	13
1.015625	8
1.018066	13
1.020508	17
1.022949	17
1.025391	8
1.027832	15
1.030273	11
1.032715	12
1.035156	16
1.037598	20
1.040039	22
1.042480	26
1.044922	19
1.047363	14
1.049805	18
1.052246	15
1.054688	20
1.057129	19
1.059570	18
1.062012	18
1.064453	14
1.066895	18
1.069336	15
1.071777	12
1.074219	15
1.076660	15
1.079102	21
1.081543	17
1.083984	25
1.086426	23
1.088867	28
1.091309	22
1.093750	16
1.096191	22
1.098633	12
1.101074	12
1.103516	10
1.105957	16
1.108398	31
1.110840	16
1.113281	16
1.115723	21
1.118164	14
1.120605	18
1.123047	13
1.125488	30
1.127930	19
1.130371	14
1.132812	9
1.135254	30
1.137695	22
1.140137	22
1.142578	21
1.145020	20
1.147461	22
1.149902	24
1.152344	24
1.154785	16
1.157227	30
1.159668	19
1.162109	26
1.164551	17
1.166992	26
1.169434	21
1.171875	12
