 0.0000      0.0000    
 0.0000      3.9920e-12
 1.1628e-01  0.0000    
 1.1628e-01  3.9920e-12
 2.3256e-01  0.0000    
 2.3256e-01  3.9920e-12
 3.4884e-01  0.0000    
 3.4884e-01  3.9920e-12
 4.6512e-01  0.0000    
 4.6512e-01  3.9920e-12
 5.8140e-01  0.0000    
 5.8140e-01  3.9920e-12
 6.9767e-01  0.0000    
 6.9767e-01  3.9920e-12
 8.1395e-01  0.0000    
 8.1395e-01  3.9920e-12
 9.3023e-01  0.0000    
 9.3023e-01  3.9920e-12
 1.0465      0.0000    
 1.0465      3.9920e-12
 1.1628      0.0000    
 1.1628      3.9920e-12
 1.2791      0.0000    
 1.2791      3.9920e-12
 1.3953      0.0000    
 1.3953      3.9920e-12
 1.3953      7.9840e-12
 1.3953      1.1976e-11
 1.5116      3.9920e-12
 1.5116      0.0000    
 1.5116      7.9840e-12
 1.5116      1.1976e-11
 1.5116      1.5968e-11
 1.6279      7.9840e-12
 1.6279      3.9920e-12
 1.6279      0.0000    
 1.6279      1.1976e-11
 1.7442      3.9920e-12
 1.7442      0.0000    
 1.7442      7.9840e-12
 1.8605      3.9920e-12
 1.8605      0.0000    
 1.9767      0.0000    
 1.9767      3.9920e-12
 1.9767      7.9840e-12
 1.9767      1.1976e-11
 1.9767      1.5968e-11
 2.0930      7.9840e-12
 2.0930      3.9920e-12
 2.0930      0.0000    
 2.0930      1.1976e-11
 2.0930      1.5968e-11
 2.2093      1.1976e-11
 2.2093      1.5968e-11
 2.2093      1.9960e-11
 2.2093      2.3952e-11
 2.3256      1.9960e-11
 2.3256      2.3952e-11
 2.3256      2.7944e-11
 2.4419      2.3952e-11
 2.4419      1.9960e-11
 2.4419      2.7944e-11
 2.5581      2.3952e-11
 2.5581      1.9960e-11
 2.5581      1.5968e-11
 2.6744      1.9960e-11
 2.6744      1.5968e-11
 2.6744      1.1976e-11
 2.6744      7.9840e-12
 2.7907      1.1976e-11
 2.7907      7.9840e-12
 2.7907      3.9920e-12
 2.7907      0.0000    
 2.9070      3.9920e-12
 2.9070      0.0000    
 3.0233      0.0000    
 3.0233      3.9920e-12
 3.1395      0.0000    
 3.1395      3.9920e-12
 3.2558      0.0000    
 3.2558      3.9920e-12
 3.3721      0.0000    
 3.3721      3.9920e-12
 3.4884      0.0000    
 3.4884      3.9920e-12
 3.6047      0.0000    
 3.6047      3.9920e-12
 3.7209      0.0000    
 3.7209      3.9920e-12
 3.8372      0.0000    
 3.8372      3.9920e-12
 3.9535      0.0000    
 3.9535      3.9920e-12
 4.0698      0.0000    
 4.0698      3.9920e-12
 4.1860      0.0000    
 4.1860      3.9920e-12
 4.3023      0.0000    
 4.3023      3.9920e-12
 4.4186      0.0000    
 4.4186      3.9920e-12
 4.5349      0.0000    
 4.5349      3.9920e-12
 4.6512      0.0000    
 4.6512      3.9920e-12
 4.7674      0.0000    
 4.7674      3.9920e-12
 4.8837      0.0000    
 4.8837      3.9920e-12
 5.0000      0.0000    
 5.0000      3.9920e-12
 5.1163      0.0000    
 5.1163      3.9920e-12
 5.2326      0.0000    
 5.2326      3.9920e-12
 5.3488      0.0000    
 5.3488      3.9920e-12
 5.4651      0.0000    
 5.4651      3.9920e-12
 5.5814      0.0000    
 5.5814      3.9920e-12
 5.6977      0.0000    
 5.6977      3.9920e-12
 5.8140      0.0000    
 5.8140      3.9920e-12
 5.9302      0.0000    
 5.9302      3.9920e-12
 6.0465      0.0000    
 6.0465      3.9920e-12
 6.1628      0.0000    
 6.1628      3.9920e-12
 6.2791      0.0000    
 6.2791      3.9920e-12
 6.3953      0.0000    
 6.3953      3.9920e-12
 6.5116      0.0000    
 6.5116      3.9920e-12
 6.6279      0.0000    
 6.6279      3.9920e-12
 6.7442      0.0000    
 6.7442      3.9920e-12
 6.8605      0.0000    
 6.8605      3.9920e-12
 6.9767      0.0000    
 6.9767      3.9920e-12
 7.0930      0.0000    
 7.0930      3.9920e-12
 7.2093      0.0000    
 7.2093      3.9920e-12
 7.3256      0.0000    
 7.3256      3.9920e-12
 7.4419      0.0000    
 7.4419      3.9920e-12
 7.5581      0.0000    
 7.5581      3.9920e-12
 7.6744      0.0000    
 7.6744      3.9920e-12
 7.7907      0.0000    
 7.7907      3.9920e-12
 7.9070      0.0000    
 7.9070      3.9920e-12
 8.0233      0.0000    
 8.0233      3.9920e-12
 8.1395      0.0000    
 8.1395      3.9920e-12
 8.2558      0.0000    
 8.2558      3.9920e-12
 8.3721      0.0000    
 8.3721      3.9920e-12
 8.4884      0.0000    
 8.4884      3.9920e-12
 8.6047      0.0000    
 8.6047      3.9920e-12
 8.7209      0.0000    
 8.7209      3.9920e-12
 8.8372      0.0000    
 8.8372      3.9920e-12
 8.9535      0.0000    
 8.9535      3.9920e-12
 9.0698      0.0000    
 9.0698      3.9920e-12
 9.1860      0.0000    
 9.1860      3.9920e-12
 9.3023      0.0000    
 9.3023      3.9920e-12
 9.4186      0.0000    
 9.4186      3.9920e-12
 9.5349      0.0000    
 9.5349      3.9920e-12
 9.6512      0.0000    
 9.6512      3.9920e-12
 9.7674      0.0000    
 9.7674      3.9920e-12
 9.8837      0.0000    
 9.8837      3.9920e-12
 1.0000e+01  0.0000    
 1.0000e+01  3.9920e-12
 1.0116e+01  0.0000    
 1.0116e+01  3.9920e-12
 1.0233e+01  0.0000    
 1.0233e+01  3.9920e-12
 1.0349e+01  0.0000    
